month,year,amount,dt_unit,dt_code,dt_desc,cat_code,cat_desc,monthyear
Nov,2014,3.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/14
Dec,2014,18.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/14
Jan,2015,-24.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/15
Feb,2015,-3.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/15
Mar,2015,12.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/15
Apr,2015,-1.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/15
May,2015,5.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/15
Jun,2015,-3.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/15
Jul,2015,1.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/15
Aug,2015,0.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/15
Sep,2015,-4.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/15
Oct,2015,4.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/15
Nov,2015,3.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/15
Dec,2015,19.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/15
Jan,2016,-25.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/16
Feb,2016,2.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/16
Mar,2016,10.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/16
Apr,2016,-2.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/16
May,2016,4.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/16
Jun,2016,-1.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/16
Jul,2016,-1.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/16
Aug,2016,2.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/16
Sep,2016,-4.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/16
Oct,2016,1.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/16
Nov,2016,6.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/16
Dec,2016,17.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/16
Jan,2017,-25.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/17
Feb,2017,-2.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/17
Mar,2017,14.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/17
Apr,2017,-2.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/17
May,2017,5.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/17
Jun,2017,-2.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/17
Jul,2017,-1.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/17
Aug,2017,3.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/17
Sep,2017,-4.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/17
Oct,2017,2.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/17
Nov,2017,7.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/17
Dec,2017,15.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/17
Jan,2018,-24.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/18
Feb,2018,-2.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/18
Mar,2018,15.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/18
Apr,2018,-5.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/18
May,2018,9.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/18
Jun,2018,-4.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/18
Jul,2018,-0.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/18
Aug,2018,2.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/18
Sep,2018,-7.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/18
Oct,2018,6.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/18
Nov,2018,6.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/18
Dec,2018,9.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/18
Jan,2019,-20.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/19
Feb,2019,-4.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/19
Mar,2019,14.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/19
Apr,2019,-0.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/19
May,2019,7.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/19
Jun,2019,-5.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jun/19
Jul,2019,2.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jul/19
Aug,2019,2.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Aug/19
Sep,2019,-8.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Sep/19
Oct,2019,6.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Oct/19
Nov,2019,4.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Nov/19
Dec,2019,13.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Dec/19
Jan,2020,-21.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Jan/20
Feb,2020,-1.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Feb/20
Mar,2020,5.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Mar/20
Apr,2020,-14.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",Apr/20
May,2020,17.0,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",May/20
